lake_id,classic.group,Target_taxon,biovol,Survey,total.biov
2010860,CYANOBACTERIA,Merismopedia,87.58,NLA 2017,6325.73
2010860,CYANOBACTERIA,Planktolyngbya,1020,NLA 2017,6325.73
2010860,CYANOBACTERIA,Raphidiopsis,8.02,NLA 2017,6325.73
2010860,CRYPTOPHYTES,Rhodomonas,1303,NLA 2017,6325.73
2010860,GREEN ALGAE,Sphaerocystis,120,NLA 2017,6325.73
2010860,GREEN ALGAE,Tetraedron,6.93,NLA 2017,6325.73
2010861,CYANOBACTERIA,Aphanothece,0.187,NLA 2017,487.035
2010861,DIATOMS,Centrales,1.4,NLA 2017,487.035
2010861,GREEN ALGAE,Chlamydomonas,5.98,NLA 2017,487.035
2010861,GREEN ALGAE,Chlorella,4.08,NLA 2017,487.035
2010861,CHRYSOPHYTES,Chromulina,1.44,NLA 2017,487.035
2010861,CYANOBACTERIA,Chroococcus,10.98,NLA 2017,487.035
2010861,OTHER,Chrysochromulina,13.7,NLA 2017,487.035
2010861,CHRYSOPHYTES,Ochromonas,377,NLA 2017,487.035
2010861,GREEN ALGAE,Pedinomonas,5.1,NLA 2017,487.035
2010861,CYANOBACTERIA,Planktolyngbya,0.158,NLA 2017,487.035
2010861,CYANOBACTERIA,Planktothrix,8.47,NLA 2017,487.035
2010861,CRYPTOPHYTES,Rhodomonas,34.8,NLA 2017,487.035
2010861,DIATOMS,Staurosirella,3.03,NLA 2017,487.035
2010861,CYANOBACTERIA,Synechococcus,0.81,NLA 2017,487.035
2010861,CHRYSOPHYTES,Synura,9.8,NLA 2017,487.035
2010861,GREEN ALGAE,Vitreochlamys,10.1,NLA 2017,487.035
2010862,CYANOBACTERIA,Anabaena,11.2,NLA 2017,4567.49
2010862,CYANOBACTERIA,Aphanocapsa,61.9,NLA 2017,4567.49
2010862,GREEN ALGAE,Chlorella,299,NLA 2017,4567.49
2010862,CYANOBACTERIA,Chroococcus,41.8,NLA 2017,4567.49
2010862,GREEN ALGAE,Closteriopsis,58.1,NLA 2017,4567.49
2010862,CYANOBACTERIA,Dolichospermum,9.69,NLA 2017,4567.49
2010862,GREEN ALGAE,Drepanochloris,10.3,NLA 2017,4567.49
2010862,CYANOBACTERIA,Merismopedia,2.46,NLA 2017,4567.49
2010862,CYANOBACTERIA,Microcystis,69.4,NLA 2017,4567.49
2010862,CHRYSOPHYTES,Ochromonas,205,NLA 2017,4567.49
2010862,GREEN ALGAE,Oocystis,108,NLA 2017,4567.49
2010862,CYANOBACTERIA,Planktolyngbya,1.67,NLA 2017,4567.49
2010862,CYANOBACTERIA,Planktothrix,723,NLA 2017,4567.49
2010862,CYANOBACTERIA,Pseudanabaena,1.57,NLA 2017,4567.49
2010862,CRYPTOPHYTES,Rhodomonas,427,NLA 2017,4567.49
2010862,CYANOBACTERIA,Snowella,17.4,NLA 2017,4567.49
2010862,DIATOMS,Stephanodiscus,2520,NLA 2017,4567.49
2010863,GREEN ALGAE,Chlamydomonas,586,NLA 2017,2643.8052
2010863,GREEN ALGAE,Chlorella,63.4,NLA 2017,2643.8052
2010863,CYANOBACTERIA,Chroococcus,86.5,NLA 2017,2643.8052
2010863,GREEN ALGAE,Crucigenia,4.42,NLA 2017,2643.8052
2010863,GREEN ALGAE,Dictyosphaerium,5.2,NLA 2017,2643.8052
2010863,CHRYSOPHYTES,Mallomonas,87,NLA 2017,2643.8052
2010863,CYANOBACTERIA,Merismopedia,0.0852,NLA 2017,2643.8052
2010863,CYANOBACTERIA,Microcystis,77.5,NLA 2017,2643.8052
2010863,CHRYSOPHYTES,Ochromonas,193,NLA 2017,2643.8052
2010863,CRYPTOPHYTES,Rhodomonas,1372,NLA 2017,2643.8052
2010863,GREEN ALGAE,Sphaerocystis,45.7,NLA 2017,2643.8052
2010863,EUGLENOIDS,Trachelomonas,123,NLA 2017,2643.8052
2010864,CYANOBACTERIA,Aphanizomenon,357,NLA 2017,4329.05
2010864,GREEN ALGAE,Chlamydomonas,1300,NLA 2017,4329.05
2010864,GREEN ALGAE,Chlorella,104,NLA 2017,4329.05
2010864,CYANOBACTERIA,Chroococcus,30.45,NLA 2017,4329.05
2010864,CYANOBACTERIA,Cylindrospermopsis,164,NLA 2017,4329.05
2010864,CYANOBACTERIA,Planktolyngbya,1070,NLA 2017,4329.05
2010864,CYANOBACTERIA,Raphidiopsis,114,NLA 2017,4329.05
2010864,CRYPTOPHYTES,Rhodomonas,721,NLA 2017,4329.05
2010864,GREEN ALGAE,Staurastrum,451,NLA 2017,4329.05
2010864,GREEN ALGAE,Tetraedron,17.6,NLA 2017,4329.05
2010865,DIATOMS,Aulacoseira,240,NLA 2017,34918.75
2010865,GREEN ALGAE,Chlamydomonas,10900,NLA 2017,34918.75
2010865,GREEN ALGAE,Chlorella,577,NLA 2017,34918.75
2010865,CYANOBACTERIA,Chroococcus,246.8,NLA 2017,34918.75
2010865,GREEN ALGAE,Cosmarium,303,NLA 2017,34918.75
2010865,CRYPTOPHYTES,Cryptomonas,13000,NLA 2017,34918.75
2010865,DIATOMS,Fragilaria,94.8,NLA 2017,34918.75
2010865,DINOFLAGELLATES,Glenodinium,3560,NLA 2017,34918.75
2010865,CHRYSOPHYTES,Mallomonas,899,NLA 2017,34918.75
2010865,CYANOBACTERIA,Merismopedia,29.45,NLA 2017,34918.75
2010865,CYANOBACTERIA,Planktolyngbya,663,NLA 2017,34918.75
2010865,CYANOBACTERIA,Raphidiopsis,54.7,NLA 2017,34918.75
2010865,CRYPTOPHYTES,Rhodomonas,3730,NLA 2017,34918.75
2010865,GREEN ALGAE,Sphaerocystis,621,NLA 2017,34918.75
2010867,GREEN ALGAE,Chlamydomonas,379,NLA 2017,3579.55
2010867,GREEN ALGAE,Chlorella,198,NLA 2017,3579.55
2010867,CYANOBACTERIA,Chroococcus,104.95,NLA 2017,3579.55
2010867,GREEN ALGAE,Crucigenia,45.3,NLA 2017,3579.55
2010867,CYANOBACTERIA,Merismopedia,28.3,NLA 2017,3579.55
2010867,GREEN ALGAE,Oocystis,169,NLA 2017,3579.55
2010867,CYANOBACTERIA,Planktolyngbya,702,NLA 2017,3579.55
2010867,CRYPTOPHYTES,Rhodomonas,1820,NLA 2017,3579.55
2010867,GREEN ALGAE,Scenedesmus,133,NLA 2017,3579.55
2010868,GREEN ALGAE,Chlamydomonas,0.493,NLA 2017,568.855
2010868,GREEN ALGAE,Chlorella,14,NLA 2017,568.855
2010868,CYANOBACTERIA,Chroococcus,2.275,NLA 2017,568.855
2010868,OTHER,Chrysochromulina,35.3,NLA 2017,568.855
2010868,GREEN ALGAE,Drepanochloris,0.472,NLA 2017,568.855
2010868,DIATOMS,Fragilaria,104,NLA 2017,568.855
2010868,GREEN ALGAE,Monoraphidium,7.31,NLA 2017,568.855
2010868,CHRYSOPHYTES,Ochromonas,104,NLA 2017,568.855
2010868,GREEN ALGAE,Oocystis,32.8,NLA 2017,568.855
2010868,GREEN ALGAE,Pedinomonas,0.288,NLA 2017,568.855
2010868,CYANOBACTERIA,Planktolyngbya,0.228,NLA 2017,568.855
2010868,CYANOBACTERIA,Snowella,0.289,NLA 2017,568.855
2010868,GREEN ALGAE,Sphaerocystis,87.5,NLA 2017,568.855
2010868,GREEN ALGAE,Tetraedron,97.8,NLA 2017,568.855
2010868,GREEN ALGAE,Willea,82.1,NLA 2017,568.855
2010870,GREEN ALGAE,Chlamydomonas,1140,NLA 2017,8838.5
2010870,GREEN ALGAE,Chlorella,451,NLA 2017,8838.5
2010870,CYANOBACTERIA,Chroococcus,303.4,NLA 2017,8838.5
2010870,DIATOMS,Cyclotella,781,NLA 2017,8838.5
2010870,GREEN ALGAE,Kirchneriella,24.6,NLA 2017,8838.5
2010870,CYANOBACTERIA,Limnolyngbya,12.2,NLA 2017,8838.5
2010870,CYANOBACTERIA,Merismopedia,125.4,NLA 2017,8838.5
2010870,DIATOMS,Nitzschia,482,NLA 2017,8838.5
2010870,GREEN ALGAE,Oocystis,491,NLA 2017,8838.5
2010870,CYANOBACTERIA,Planktolyngbya,241.3,NLA 2017,8838.5
2010870,CYANOBACTERIA,Raphidiopsis,18.3,NLA 2017,8838.5
2010870,CRYPTOPHYTES,Rhodomonas,4500,NLA 2017,8838.5
2010870,GREEN ALGAE,Scenedesmus,262,NLA 2017,8838.5
2010870,GREEN ALGAE,Tetraedron,6.3,NLA 2017,8838.5
2010871,GREEN ALGAE,Ankistrodesmus,0.35,NLA 2017,276.8906
2010871,CYANOBACTERIA,Aphanizomenon,16.7,NLA 2017,276.8906
2010871,CYANOBACTERIA,Aphanocapsa,0.0306,NLA 2017,276.8906
2010871,GREEN ALGAE,Chlamydomonas,0.35,NLA 2017,276.8906
2010871,GREEN ALGAE,Chlorella,8.05,NLA 2017,276.8906
2010871,CYANOBACTERIA,Chroococcus,1.31,NLA 2017,276.8906
2010871,DIATOMS,Cocconeis,11,NLA 2017,276.8906
2010871,CRYPTOPHYTES,Cryptomonas,99.9,NLA 2017,276.8906
2010871,CYANOBACTERIA,Dolichospermum,8.2,NLA 2017,276.8906
2010871,DIATOMS,Fragilaria,59.6,NLA 2017,276.8906
2010871,GREEN ALGAE,Monoraphidium,1.47,NLA 2017,276.8906
2010871,CHRYSOPHYTES,Ochromonas,31.9,NLA 2017,276.8906
2010871,GREEN ALGAE,Oocystis,6.83,NLA 2017,276.8906
2010871,GREEN ALGAE,Pedinomonas,7.34,NLA 2017,276.8906
2010871,EUGLENOIDS,Phacus,5.48,NLA 2017,276.8906
2010871,CYANOBACTERIA,Planktolyngbya,4.18,NLA 2017,276.8906
2010871,CRYPTOPHYTES,Rhodomonas,14.2,NLA 2017,276.8906
2010872,CYANOBACTERIA,Aphanizomenon,110,NLA 2017,213.946
2010872,GREEN ALGAE,Chlamydomonas,6.69,NLA 2017,213.946
2010872,GREEN ALGAE,Chlorella,32.7,NLA 2017,213.946
2010872,CYANOBACTERIA,Chroococcus,18.1,NLA 2017,213.946
2010872,CYANOBACTERIA,Dolichospermum,4.9,NLA 2017,213.946
2010872,CYANOBACTERIA,Komvophoron,24.5,NLA 2017,213.946
2010872,CHRYSOPHYTES,Ochromonas,11.8,NLA 2017,213.946
2010872,GREEN ALGAE,Pedinomonas,0.496,NLA 2017,213.946
2010872,CYANOBACTERIA,Planktolyngbya,2.44,NLA 2017,213.946
2010872,CYANOBACTERIA,Pseudanabaena,2.32,NLA 2017,213.946
2010873,CYANOBACTERIA,Anabaena,2040,NLA 2017,21276.3
2010873,CYANOBACTERIA,Aphanizomenon,48.8,NLA 2017,21276.3
2010873,DIATOMS,Aulacoseira,418,NLA 2017,21276.3
2010873,GREEN ALGAE,Chlamydomonas,11500,NLA 2017,21276.3
2010873,GREEN ALGAE,Chlorella,798,NLA 2017,21276.3
2010873,CYANOBACTERIA,Chroococcus,61,NLA 2017,21276.3
2010873,EUGLENOIDS,Euglena,346,NLA 2017,21276.3
2010873,GREEN ALGAE,Kirchneriella,44.4,NLA 2017,21276.3
2010873,CHRYSOPHYTES,Mallomonas,489,NLA 2017,21276.3
2010873,CHRYSOPHYTES,Ochromonas,1170,NLA 2017,21276.3
2010873,GREEN ALGAE,Oocystis,1060,NLA 2017,21276.3
2010873,CYANOBACTERIA,Planktolyngbya,337,NLA 2017,21276.3
2010873,CYANOBACTERIA,Raphidiopsis,37.1,NLA 2017,21276.3
2010873,CRYPTOPHYTES,Rhodomonas,2927,NLA 2017,21276.3
2010874,GREEN ALGAE,Ankistrodesmus,67.9,NLA 2017,49250.99
2010874,GREEN ALGAE,Ankyra,36.2,NLA 2017,49250.99
2010874,CYANOBACTERIA,Aphanizomenon,505,NLA 2017,49250.99
2010874,CYANOBACTERIA,Aphanocapsa,27.4,NLA 2017,49250.99
2010874,GREEN ALGAE,Chlorella,206,NLA 2017,49250.99
2010874,CYANOBACTERIA,Chroococcus,101.3,NLA 2017,49250.99
2010874,OTHER,Chrysochromulina,154,NLA 2017,49250.99
2010874,GREEN ALGAE,Closteriopsis,1210,NLA 2017,49250.99
2010874,GREEN ALGAE,Coelastrum,703,NLA 2017,49250.99
2010874,GREEN ALGAE,Crucigenia,465,NLA 2017,49250.99
2010874,CRYPTOPHYTES,Cryptomonas,963,NLA 2017,49250.99
2010874,CYANOBACTERIA,Cyanodictyon,4.39,NLA 2017,49250.99
2010874,DIATOMS,Cyclotella,297,NLA 2017,49250.99
2010874,CYANOBACTERIA,Dolichospermum,73.4,NLA 2017,49250.99
2010874,GREEN ALGAE,Drepanochloris,11.7,NLA 2017,49250.99
2010874,EUGLENOIDS,Euglena,1030,NLA 2017,49250.99
2010874,CYANOBACTERIA,Merismopedia,15.1,NLA 2017,49250.99
2010874,GREEN ALGAE,Monoraphidium,90.7,NLA 2017,49250.99
2010874,DIATOMS,Nitzschia,46,NLA 2017,49250.99
2010874,CHRYSOPHYTES,Ochromonas,185,NLA 2017,49250.99
2010874,GREEN ALGAE,Oocystis,138,NLA 2017,49250.99
2010874,EUGLENOIDS,Phacus,7910,NLA 2017,49250.99
2010874,CYANOBACTERIA,Planktolyngbya,128,NLA 2017,49250.99
2010874,CYANOBACTERIA,Planktothrix,1350,NLA 2017,49250.99
2010874,CRYPTOPHYTES,Rhodomonas,91.5,NLA 2017,49250.99
2010874,GREEN ALGAE,Scenedesmus,279,NLA 2017,49250.99
2010874,CYANOBACTERIA,Snowella,19.1,NLA 2017,49250.99
2010874,CHRYSOPHYTES,Synura,28700,NLA 2017,49250.99
2010874,GREEN ALGAE,Tetraedron,54.1,NLA 2017,49250.99
2010874,GREEN ALGAE,Tetrastrum,89.2,NLA 2017,49250.99
2010874,EUGLENOIDS,Trachelomonas,4300,NLA 2017,49250.99
2010875,GREEN ALGAE,Chlorella,168,NLA 2017,3803.26
2010875,CYANOBACTERIA,Chroococcus,182,NLA 2017,3803.26
2010875,CRYPTOPHYTES,Cryptomonas,1520,NLA 2017,3803.26
2010875,GREEN ALGAE,Nephrocytium,176,NLA 2017,3803.26
2010875,GREEN ALGAE,Oocystis,158,NLA 2017,3803.26
2010875,CYANOBACTERIA,Planktolyngbya,7.96,NLA 2017,3803.26
2010875,CRYPTOPHYTES,Rhodomonas,1510,NLA 2017,3803.26
2010875,GREEN ALGAE,Sphaerocystis,81.3,NLA 2017,3803.26
2010876,CHRYSOPHYTES,Chromulina,2.47,NLA 2017,344.1998
2010876,OTHER,Chrysochromulina,30.2,NLA 2017,344.1998
2010876,CRYPTOPHYTES,Cryptomonas,27.1,NLA 2017,344.1998
2010876,CYANOBACTERIA,Cyanodictyon,202,NLA 2017,344.1998
2010876,DIATOMS,Epithemia,5.6,NLA 2017,344.1998
2010876,CHRYSOPHYTES,Ochromonas,10.3,NLA 2017,344.1998
2010876,GREEN ALGAE,Pedinomonas,0.0918,NLA 2017,344.1998
2010876,GREEN ALGAE,Planktosphaeria,17.3,NLA 2017,344.1998
2010876,CRYPTOPHYTES,Rhodomonas,48.8,NLA 2017,344.1998
2010876,CYANOBACTERIA,Snowella,0.338,NLA 2017,344.1998
2010877,GREEN ALGAE,Chlamydomonas,852,NLA 2017,7889.9
2010877,GREEN ALGAE,Chlorella,265,NLA 2017,7889.9
2010877,CYANOBACTERIA,Chroococcus,139.3,NLA 2017,7889.9
2010877,GREEN ALGAE,Crucigenia,56.7,NLA 2017,7889.9
2010877,CRYPTOPHYTES,Cryptomonas,1220,NLA 2017,7889.9
2010877,CYANOBACTERIA,Merismopedia,62,NLA 2017,7889.9
2010877,GREEN ALGAE,Pandorina,519,NLA 2017,7889.9
2010877,CYANOBACTERIA,Planktolyngbya,3750,NLA 2017,7889.9
2010877,CRYPTOPHYTES,Rhodomonas,970,NLA 2017,7889.9
2010877,GREEN ALGAE,Selenastrum,32.1,NLA 2017,7889.9
2010877,GREEN ALGAE,Tetraedron,23.8,NLA 2017,7889.9
2010878,CYANOBACTERIA,Aphanocapsa,12.3,NLA 2017,1942.793
2010878,GREEN ALGAE,Chlorella,59.7,NLA 2017,1942.793
2010878,CYANOBACTERIA,Chroococcus,10.9,NLA 2017,1942.793
2010878,OTHER,Chrysochromulina,91.8,NLA 2017,1942.793
2010878,GREEN ALGAE,Crucigenia,63,NLA 2017,1942.793
2010878,CYANOBACTERIA,Cyanodictyon,2.54,NLA 2017,1942.793
2010878,GREEN ALGAE,Dictyosphaerium,30.8,NLA 2017,1942.793
2010878,CHRYSOPHYTES,Dinobryon,923,NLA 2017,1942.793
2010878,GREEN ALGAE,Drepanochloris,0.403,NLA 2017,1942.793
2010878,DIATOMS,Fragilaria,87.8,NLA 2017,1942.793
2010878,GREEN ALGAE,Kirchneriella,56.6,NLA 2017,1942.793
2010878,CYANOBACTERIA,Merismopedia,3.75,NLA 2017,1942.793
2010878,CYANOBACTERIA,Microcystis,19.1,NLA 2017,1942.793
2010878,GREEN ALGAE,Monoraphidium,6.44,NLA 2017,1942.793
2010878,CHRYSOPHYTES,Ochromonas,247,NLA 2017,1942.793
2010878,GREEN ALGAE,Oocystis,19.3,NLA 2017,1942.793
2010878,GREEN ALGAE,Pedinomonas,2.23,NLA 2017,1942.793
2010878,CYANOBACTERIA,Snowella,4.13,NLA 2017,1942.793
2010878,CYANOBACTERIA,Synechococcus,107,NLA 2017,1942.793
2010878,GREEN ALGAE,Teilingia,195,NLA 2017,1942.793
2010879,CYANOBACTERIA,Aphanocapsa,132,NLA 2017,11903.18
2010879,GREEN ALGAE,Chlamydomonas,821,NLA 2017,11903.18
2010879,GREEN ALGAE,Chlorella,181,NLA 2017,11903.18
2010879,CYANOBACTERIA,Chroococcus,54.5,NLA 2017,11903.18
2010879,OTHER,Chrysochromulina,2510,NLA 2017,11903.18
2010879,CRYPTOPHYTES,Cryptomonas,2060,NLA 2017,11903.18
2010879,CYANOBACTERIA,Cyanodictyon,44.4,NLA 2017,11903.18
2010879,DIATOMS,Cyclotella,347,NLA 2017,11903.18
2010879,GREEN ALGAE,Drepanochloris,6.59,NLA 2017,11903.18
2010879,DIATOMS,Fragilaria,1740,NLA 2017,11903.18
2010879,GREEN ALGAE,Kirchneriella,14.5,NLA 2017,11903.18
2010879,CYANOBACTERIA,Komvophoron,6.32,NLA 2017,11903.18
2010879,CYANOBACTERIA,Merismopedia,32.7,NLA 2017,11903.18
2010879,CYANOBACTERIA,Microcystis,277,NLA 2017,11903.18
2010879,GREEN ALGAE,Monoraphidium,730,NLA 2017,11903.18
2010879,CHRYSOPHYTES,Ochromonas,226,NLA 2017,11903.18
2010879,GREEN ALGAE,Oocystis,249,NLA 2017,11903.18
2010879,DINOFLAGELLATES,Peridinium,1330,NLA 2017,11903.18
2010879,CYANOBACTERIA,Planktolyngbya,77.3,NLA 2017,11903.18
2010879,CRYPTOPHYTES,Rhodomonas,894,NLA 2017,11903.18
2010879,GREEN ALGAE,Scenedesmus,14.5,NLA 2017,11903.18
2010879,CYANOBACTERIA,Snowella,1.37,NLA 2017,11903.18
2010879,GREEN ALGAE,Tetrastrum,154,NLA 2017,11903.18
2010880,CYANOBACTERIA,Aphanocapsa,2.26,NLA 2017,5317.35
2010880,GREEN ALGAE,Chlorella,58.7,NLA 2017,5317.35
2010880,CYANOBACTERIA,Chroococcus,8.48,NLA 2017,5317.35
2010880,CRYPTOPHYTES,Chroomonas,19.4,NLA 2017,5317.35
2010880,OTHER,Chrysochromulina,332,NLA 2017,5317.35
2010880,CRYPTOPHYTES,Cryptomonas,765,NLA 2017,5317.35
2010880,CYANOBACTERIA,Dolichospermum,2750,NLA 2017,5317.35
2010880,CYANOBACTERIA,Heteroleibleinia,5.82,NLA 2017,5317.35
2010880,GREEN ALGAE,Kirchneriella,4.37,NLA 2017,5317.35
2010880,GREEN ALGAE,Koliella,3.55,NLA 2017,5317.35
2010880,GREEN ALGAE,Oocystis,3.69,NLA 2017,5317.35
2010880,CRYPTOPHYTES,Rhodomonas,54.9,NLA 2017,5317.35
2010880,GREEN ALGAE,Scenedesmus,6.55,NLA 2017,5317.35
2010880,CYANOBACTERIA,Snowella,2.63,NLA 2017,5317.35
2010880,DIATOMS,Tabellaria,1300,NLA 2017,5317.35
2010881,GREEN ALGAE,Ankyra,92.8,NLA 2017,6871.87
2010881,CYANOBACTERIA,Aphanizomenon,27.8,NLA 2017,6871.87
2010881,DIATOMS,Aulacoseira,4740,NLA 2017,6871.87
2010881,GREEN ALGAE,Chlamydomonas,19.5,NLA 2017,6871.87
2010881,GREEN ALGAE,Chlorella,29.4,NLA 2017,6871.87
2010881,CYANOBACTERIA,Chroococcus,11.4,NLA 2017,6871.87
2010881,OTHER,Chrysochromulina,2.93,NLA 2017,6871.87
2010881,GREEN ALGAE,Coelastrum,39,NLA 2017,6871.87
2010881,CRYPTOPHYTES,Cryptomonas,877,NLA 2017,6871.87
2010881,DIATOMS,Cyclotella,9.16,NLA 2017,6871.87
2010881,GREEN ALGAE,Drepanochloris,1.45,NLA 2017,6871.87
2010881,CHRYSOPHYTES,Mallomonas,176,NLA 2017,6871.87
2010881,CHRYSOPHYTES,Ochromonas,42.2,NLA 2017,6871.87
2010881,GREEN ALGAE,Oocystis,152.9,NLA 2017,6871.87
2010881,CYANOBACTERIA,Planktolyngbya,15.2,NLA 2017,6871.87
2010881,CRYPTOPHYTES,Rhodomonas,135,NLA 2017,6871.87
2010881,GREEN ALGAE,Scenedesmus,230,NLA 2017,6871.87
2010881,CYANOBACTERIA,Snowella,5.93,NLA 2017,6871.87
2010881,GREEN ALGAE,Sphaerocystis,28.5,NLA 2017,6871.87
2010881,GREEN ALGAE,Tetraedron,11.7,NLA 2017,6871.87
2010881,EUGLENOIDS,Trachelomonas,224,NLA 2017,6871.87
2010882,GREEN ALGAE,Carteria,73.5,NLA 2017,805.572
2010882,GREEN ALGAE,Chlamydomonas,9.19,NLA 2017,805.572
2010882,GREEN ALGAE,Chlorella,19.8,NLA 2017,805.572
2010882,CHRYSOPHYTES,Chromulina,4.17,NLA 2017,805.572
2010882,CYANOBACTERIA,Chroococcus,6.95,NLA 2017,805.572
2010882,OTHER,Chrysochromulina,137,NLA 2017,805.572
2010882,DIATOMS,Cyclotella,50.1,NLA 2017,805.572
2010882,GREEN ALGAE,Drepanochloris,0.866,NLA 2017,805.572
2010882,DIATOMS,Fragilaria,82.9,NLA 2017,805.572
2010882,CHRYSOPHYTES,Kephyrion,7.76,NLA 2017,805.572
2010882,CYANOBACTERIA,Merismopedia,0.184,NLA 2017,805.572
2010882,CHRYSOPHYTES,Ochromonas,51.8,NLA 2017,805.572
2010882,GREEN ALGAE,Pedinomonas,27.9,NLA 2017,805.572
2010882,GREEN ALGAE,Quadrigula,86.1,NLA 2017,805.572
2010882,CRYPTOPHYTES,Rhodomonas,146,NLA 2017,805.572
2010882,GREEN ALGAE,Scenedesmus,4.35,NLA 2017,805.572
2010882,CYANOBACTERIA,Snowella,0.902,NLA 2017,805.572
2010882,DIATOMS,Urosolenia,81.8,NLA 2017,805.572
2010882,CYANOBACTERIA,Woronichinia,14.3,NLA 2017,805.572
2010883,CYANOBACTERIA,Aphanocapsa,0.881,NLA 2017,4445.214
2010883,GREEN ALGAE,Chlamydomonas,23.6,NLA 2017,4445.214
2010883,GREEN ALGAE,Chlorella,17.8,NLA 2017,4445.214
2010883,CHRYSOPHYTES,Chromulina,8.09,NLA 2017,4445.214
2010883,CYANOBACTERIA,Chroococcus,8.03,NLA 2017,4445.214
2010883,OTHER,Chrysochromulina,68,NLA 2017,4445.214
2010883,CRYPTOPHYTES,Cryptomonas,680,NLA 2017,4445.214
2010883,CYANOBACTERIA,Cyanodictyon,0.283,NLA 2017,4445.214
2010883,DIATOMS,Cyclotella,4.86,NLA 2017,4445.214
2010883,GREEN ALGAE,Dictyosphaerium,31.7,NLA 2017,4445.214
2010883,CHRYSOPHYTES,Dinobryon,107,NLA 2017,4445.214
2010883,GREEN ALGAE,Drepanochloris,0.89,NLA 2017,4445.214
2010883,CYANOBACTERIA,Merismopedia,9.58,NLA 2017,4445.214
2010883,CHRYSOPHYTES,Ochromonas,30.1,NLA 2017,4445.214
2010883,GREEN ALGAE,Pedinomonas,13,NLA 2017,4445.214
2010883,CRYPTOPHYTES,Rhodomonas,110,NLA 2017,4445.214
2010883,CYANOBACTERIA,Snowella,16.5,NLA 2017,4445.214
2010883,CHRYSOPHYTES,Synura,3280,NLA 2017,4445.214
2010883,DIATOMS,Tabellaria,34.9,NLA 2017,4445.214
2010884,DIATOMS,Achnanthidium,12.1,NLA 2017,6744.146
2010884,CYANOBACTERIA,Aphanizomenon,3380,NLA 2017,6744.146
2010884,CYANOBACTERIA,Aphanocapsa,0.396,NLA 2017,6744.146
2010884,GREEN ALGAE,Chlorella,33.5,NLA 2017,6744.146
2010884,CYANOBACTERIA,Chroococcus,17.5,NLA 2017,6744.146
2010884,OTHER,Chrysochromulina,44,NLA 2017,6744.146
2010884,CRYPTOPHYTES,Cryptomonas,523,NLA 2017,6744.146
2010884,CYANOBACTERIA,Microcystis,2000,NLA 2017,6744.146
2010884,DIATOMS,Nitzschia,26.7,NLA 2017,6744.146
2010884,CHRYSOPHYTES,Ochromonas,87.2,NLA 2017,6744.146
2010884,CYANOBACTERIA,Pseudanabaena,7.82,NLA 2017,6744.146
2010884,CRYPTOPHYTES,Rhodomonas,591,NLA 2017,6744.146
2010884,GREEN ALGAE,Scenedesmus,18.9,NLA 2017,6744.146
2010884,CYANOBACTERIA,Snowella,2.03,NLA 2017,6744.146
2010885,GREEN ALGAE,Ankyra,9.2,NLA 2017,34404.91
2010885,CYANOBACTERIA,Aphanizomenon,33400,NLA 2017,34404.91
2010885,GREEN ALGAE,Chlorella,7.43,NLA 2017,34404.91
2010885,CYANOBACTERIA,Chroococcus,6.28,NLA 2017,34404.91
2010885,CYANOBACTERIA,Komvophoron,61.6,NLA 2017,34404.91
2010885,CYANOBACTERIA,Microcystis,681,NLA 2017,34404.91
2010885,CYANOBACTERIA,Pseudanabaena,44.3,NLA 2017,34404.91
2010885,CRYPTOPHYTES,Rhodomonas,158,NLA 2017,34404.91
2010885,CYANOBACTERIA,Woronichinia,37.1,NLA 2017,34404.91
2010886,DIATOMS,Aulacoseira,2300,NLA 2017,5539.8711
2010886,GREEN ALGAE,Carteria,719,NLA 2017,5539.8711
2010886,GREEN ALGAE,Chlamydomonas,41.3,NLA 2017,5539.8711
2010886,GREEN ALGAE,Chlorella,12.8,NLA 2017,5539.8711
2010886,CYANOBACTERIA,Chroococcus,3.88,NLA 2017,5539.8711
2010886,CRYPTOPHYTES,Cryptomonas,1040,NLA 2017,5539.8711
2010886,DIATOMS,Cyclotella,74.2,NLA 2017,5539.8711
2010886,GREEN ALGAE,Drepanochloris,1.89,NLA 2017,5539.8711
2010886,DIATOMS,Eunotia,24.2,NLA 2017,5539.8711
2010886,GREEN ALGAE,Kirchneriella,4.34,NLA 2017,5539.8711
2010886,CHRYSOPHYTES,Mallomonas,82.8,NLA 2017,5539.8711
2010886,CYANOBACTERIA,Merismopedia,0.0311,NLA 2017,5539.8711
2010886,DIATOMS,Nitzschia,140,NLA 2017,5539.8711
2010886,CHRYSOPHYTES,Ochromonas,137,NLA 2017,5539.8711
2010886,GREEN ALGAE,Pandorina,112,NLA 2017,5539.8711
2010886,GREEN ALGAE,Pedinomonas,6.61,NLA 2017,5539.8711
2010886,CYANOBACTERIA,Planktolyngbya,4.03,NLA 2017,5539.8711
2010886,CYANOBACTERIA,Pseudanabaena,21.9,NLA 2017,5539.8711
2010886,DIATOMS,Pseudostaurosira,344,NLA 2017,5539.8711
2010886,CRYPTOPHYTES,Rhodomonas,27.2,NLA 2017,5539.8711
2010886,GREEN ALGAE,Scenedesmus,11.5,NLA 2017,5539.8711
2010886,GREEN ALGAE,Scourfieldia,8.98,NLA 2017,5539.8711
2010886,DIATOMS,Skeletonema,281,NLA 2017,5539.8711
