ID_lakepulse,bottle,date,comments,Comment_CP,genus ,species,division,tow length (m),net radius (cm),tow volume filtered (L),total sample volume (ml),aliquot (ml) ,count factor,#individuals counted,# / L  ,biomass factor (µg/ind),species biomass (µg d.w./L) ,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
 06-146 ,Zoop1,1-Sep-2017,na,,Senecella,calanoides,Copepoda,25,10,785.40,106,2.5,0.05,2,0.108,30.793,3.325,2.16,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-146 ,Zoop1,1-Sep-2017,na,,Tropocyclops,prasinus,Copepoda,25,10,785.40,106,2.5,0.05,14,0.756,1.109,0.839,0.50,0.51,0.54,0.49,0.55,0.61,0.53,0.54,0.50,0.51
 06-146 ,Zoop1,1-Sep-2017,na,,Chaoborus,spp.,Large Taxa Scan,25,10,785.40,106,106.0,0.00,2,0.003,,,,,,,,,,,,
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Daphnia,galeata mendotae,Cladocera,25,10,785.40,112,26.0,0.01,124,0.680,6.453,4.389,0.99,1.63,1.09,1.14,1.09,1.04,0.89,0.99,1.29,1.06
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Daphnia,pulicaria,Cladocera,25,10,785.40,112,26.0,0.01,130,0.713,50.955,36.332,1.98,1.53,2.05,2.18,1.24,1.49,0.91,1.14,1.98,2.03
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Daphnia,spp.,Cladocera,25,10,785.40,112,26.0,0.01,26,0.143,4.297,0.613,0.69,0.64,0.77,0.62,0.73,0.59,0.64,0.73,0.69,0.61
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Eubosmina,longispina,Cladocera,25,10,785.40,112,26.0,0.01,54,0.296,1.070,0.317,0.30,0.27,0.28,0.31,0.34,0.39,0.43,0.40,0.38,0.39
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,cyclopoid,copepodid,Copepoda,25,10,785.40,112,26.0,0.01,221,1.212,4.826,5.849,0.79,0.87,0.75,0.80,0.45,0.69,0.74,1.04,0.84,0.91
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Cyclops,scutifer,Copepoda,25,10,785.40,112,26.0,0.01,26,0.143,4.291,0.612,1.34,1.60,1.51,1.36,1.02,1.41,1.19,0.94,1.04,1.20
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Epischura,lacustris copepodid,Copepoda,25,10,785.40,112,26.0,0.01,25,0.137,18.446,2.529,1.45,0.79,1.42,1.09,1.39,1.34,1.31,0.84,1.29,1.04
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Epischura,lacustris,Copepoda,25,10,785.40,112,26.0,0.01,4,0.022,21.336,0.468,1.78,1.98,1.83,2.01,0.00,0.00,0.00,0.00,0.00,0.00
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Leptodiaptomus,minutus copepodid,Copepoda,25,10,785.40,112,26.0,0.01,31,0.170,3.355,0.570,0.59,0.84,0.74,0.56,0.76,0.79,0.77,0.74,0.57,0.78
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Leptodiaptomus,minutus,Copepoda,25,10,785.40,112,26.0,0.01,9,0.049,2.108,0.104,0.79,0.89,0.99,0.94,0.89,0.87,0.83,0.92,0.89,0.00
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Tropocyclops,prasinus,Copepoda,25,10,785.40,112,26.0,0.01,1,0.005,1.497,0.008,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Chaoborus,spp.,Utermöhl Chamber,25,10,785.40,112,26.0,0.01,12,0.066,,,,,,,,,,,,
 06-156 ,Zoop1,6-Sep-2017,Specimens degraded.,,Chaoborus,spp.,Large Taxa Scan,25,10,785.40,112,112.0,0.00,9,0.011,,,,,,,,,,,,
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,Chydorus ,sphaericus,Cladocera,25,10,785.40,118,4.0,0.04,1,0.038,0.544,0.020,0.24,,,,,,,,,
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,Daphnia,pulicaria,Cladocera,25,10,785.40,118,4.0,0.04,28,1.052,29.935,31.482,0.97,0.66,2.10,1.53,1.12,1.23,1.40,2.06,1.07,0.73
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,Eubosmina,longispina,Cladocera,25,10,785.40,118,4.0,0.04,5,0.188,0.975,0.183,0.31,0.49,0.19,0.29,0.31,,,,,
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,cyclopoid,copepodid,Copepoda,25,10,785.40,118,4.0,0.04,30,1.127,1.028,1.159,0.56,0.27,0.35,0.43,0.58,0.60,0.70,0.41,0.44,0.36
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,Cyclops,scutifer,Copepoda,25,10,785.40,118,4.0,0.04,7,0.263,2.209,0.581,0.65,0.61,0.97,0.70,0.66,1.14,0.97,,,
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,Diacyclops,thomasi,Copepoda,25,10,785.40,118,4.0,0.04,5,0.188,1.916,0.360,0.78,0.97,1.05,1.03,0.78,,,,,
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,Leptodiaptomus,minutus copepodid,Copepoda,25,10,785.40,118,4.0,0.04,172,6.460,0.905,5.845,0.42,0.41,0.49,0.51,0.68,0.47,0.39,0.41,0.47,0.47
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,Leptodiaptomus,minutus,Copepoda,25,10,785.40,118,4.0,0.04,40,1.502,0.980,1.472,0.74,0.70,0.68,0.68,0.63,0.62,0.68,0.66,0.69,0.68
 06-217 ,Zoop1,12-Aug-2017,Specimens degraded.,,Mesocyclops,edax,Copepoda,25,10,785.40,118,4.0,0.04,12,0.451,2.218,1.000,0.73,1.16,0.69,0.76,0.68,0.78,0.71,0.73,0.68,0.68
 13-523 ,Zoop1,na,na,,Daphnia,longiremis,Cladocera,25,10,785.40,122,8.0,0.02,30,0.583,4.470,2.604,1.47,0.84,0.94,1.16,1.05,0.90,1.41,1.49,0.92,0.93
 13-523 ,Zoop1,na,na,,Eubosmina,longispina,Cladocera,25,10,785.40,122,8.0,0.02,35,0.680,3.112,2.115,0.71,0.50,0.51,0.52,0.44,0.45,0.62,0.52,0.46,0.53
 13-523 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,25,10,785.40,122,8.0,0.02,102,1.981,3.377,6.688,0.85,0.89,0.73,0.74,1.02,0.79,0.76,0.89,0.90,0.87
 13-523 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,25,10,785.40,122,8.0,0.02,209,4.058,2.056,8.345,0.51,0.53,0.53,0.73,0.51,0.76,0.73,0.51,0.67,0.58
 13-523 ,Zoop1,na,na,,Cyclops,columbianus,Copepoda,25,10,785.40,122,8.0,0.02,18,0.350,3.732,1.304,1.16,1.15,1.17,1.14,1.21,1.15,1.19,1.15,1.13,1.17
 13-523 ,Zoop1,na,na,,Heterocope,septentrionalis,Copepoda,25,10,785.40,122,8.0,0.02,1,0.019,50.633,0.983,2.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-523 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,25,10,785.40,122,8.0,0.02,3,0.058,4.841,0.282,1.22,1.19,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-560 ,Zoop1,na,na,,Daphnia,middendorffiana,Cladocera,25,10,785.40,102,9.0,0.01,37,0.534,142.578,76.124,1.93,2.48,2.54,1.39,2.23,2.67,2.08,2.48,2.77,2.40
 13-560 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,25,10,785.40,102,9.0,0.01,103,1.486,2.239,3.327,0.60,0.50,0.64,0.40,0.43,0.89,0.42,0.44,1.04,1.02
 13-560 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,25,10,785.40,102,9.0,0.01,203,2.929,3.227,9.453,0.84,0.81,0.54,0.89,0.56,0.73,0.56,0.89,0.48,0.50
 13-560 ,Zoop1,na,na,,Cyclops,scutifer,Copepoda,25,10,785.40,102,9.0,0.01,4,0.058,3.984,0.230,1.19,1.22,1.24,1.20,0.00,0.00,0.00,0.00,0.00,0.00
 13-560 ,Zoop1,na,na,,Heterocope,septentrionalis,Copepoda,25,10,785.40,102,9.0,0.01,7,0.101,78.057,7.885,3.76,3.47,3.79,3.56,3.32,3.24,3.67,0.00,0.00,0.00
 13-560 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,25,10,785.40,102,9.0,0.01,25,0.361,5.890,2.125,1.24,1.31,1.39,1.39,1.44,1.37,1.25,1.30,1.31,1.43
 13-561 ,Zoop1,na,na,,Eubosmina,longispina,Cladocera,25,10,785.40,120,12.0,0.01,9,0.115,5.176,0.593,0.69,0.54,0.77,0.79,0.50,0.53,0.84,0.59,0.44,0.00
 13-561 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,25,10,785.40,120,12.0,0.01,33,0.420,4.481,1.883,0.89,1.24,1.04,0.91,1.11,0.94,1.09,1.09,0.59,0.99
 13-561 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,25,10,785.40,120,12.0,0.01,243,3.094,3.289,10.176,0.81,0.56,0.54,0.84,0.84,0.76,0.57,0.86,0.67,0.51
 13-561 ,Zoop1,na,na,,Cyclops,columbianus,Copepoda,25,10,785.40,120,12.0,0.01,25,0.318,4.543,1.446,1.16,1.19,1.19,1.29,1.34,1.44,1.39,1.47,1.47,1.24
 13-561 ,Zoop1,na,na,,Heterocope,septentrionalis,Copepoda,25,10,785.40,120,12.0,0.01,8,0.102,49.638,5.056,2.79,2.87,2.82,2.85,2.87,2.82,2.62,2.92,0.00,0.00
 13-561 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,25,10,785.40,120,12.0,0.01,14,0.178,6.960,1.241,1.58,1.39,1.39,1.53,1.44,1.50,1.47,1.31,1.34,1.39
 13-564 ,Zoop1,na,na,,Daphnia,middendorffiana,Cladocera,25,10,785.40,118,4.0,0.04,4,0.150,57.469,8.634,1.61,1.57,1.95,1.84,0.00,0.00,0.00,0.00,0.00,0.00
 13-564 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,25,10,785.40,118,4.0,0.04,227,8.526,2.539,21.651,0.56,0.68,0.62,0.79,0.69,0.73,0.77,0.82,0.73,0.75
 13-564 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,25,10,785.40,118,4.0,0.04,170,6.385,3.454,22.055,0.71,0.76,0.84,0.89,0.76,0.61,0.69,0.68,0.64,0.65
 13-564 ,Zoop1,na,na,,Cyclops,columbianus,Copepoda,25,10,785.40,118,4.0,0.04,4,0.150,4.436,0.666,1.15,1.09,1.34,1.58,0.00,0.00,0.00,0.00,0.00,0.00
 13-567 ,Zoop1,na,na,,Bosmina,longirostris,Cladocera,25,10,785.40,118,10.0,0.02,38,0.571,1.509,0.862,0.32,0.47,0.42,0.31,0.38,0.33,0.38,0.59,0.33,0.39
 13-567 ,Zoop1,na,na,,Daphnia,longiremis,Cladocera,25,10,785.40,118,10.0,0.02,3,0.045,1.696,0.076,0.99,0.74,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-567 ,Zoop1,na,na,,Daphnia,middendorffiana,Cladocera,25,10,785.40,118,10.0,0.02,30,0.451,9.831,4.431,1.34,0.71,0.69,0.95,1.04,1.47,1.83,0.74,0.71,1.22
 13-567 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,25,10,785.40,118,10.0,0.02,54,0.811,3.169,2.571,0.86,0.74,0.84,0.87,0.71,0.84,0.86,0.82,0.82,0.79
 13-567 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,25,10,785.40,118,10.0,0.02,214,3.215,3.483,11.199,0.74,0.52,0.69,0.85,0.72,0.48,0.70,0.55,0.52,1.09
 13-567 ,Zoop1,na,na,,Cyclops,columbianus,Copepoda,25,10,785.40,118,10.0,0.02,12,0.180,4.283,0.772,1.17,1.47,1.24,1.19,1.44,1.15,1.19,1.14,1.27,1.42
 13-567 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,25,10,785.40,118,10.0,0.02,11,0.165,3.552,0.587,1.09,1.07,1.07,1.11,1.09,1.14,1.12,1.04,1.09,1.11
 13-567 ,Zoop1,na,na,,Hydracarina,,Utermöhl Chamber,25,10,785.40,118,10.0,0.02,1,0.015,,,,,,,,,,,,
 13-568 ,Zoop1,na,na,,Daphnia,middendorffiana,Cladocera,25,10,785.40,114,6.0,0.02,2,0.048,50.108,2.424,1.54,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-568 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,25,10,785.40,114,6.0,0.02,1,0.024,8.813,0.213,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-568 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,25,10,785.40,114,6.0,0.02,5,0.121,4.867,0.589,1.03,1.01,1.00,1.11,1.09,0.00,0.00,0.00,0.00,0.00
 13-568 ,Zoop1,na,na,,Cyclops,columbianus,Copepoda,25,10,785.40,114,6.0,0.02,7,0.169,4.278,0.724,1.43,1.01,1.25,1.32,1.15,1.26,1.44,0.00,0.00,0.00
 13-568 ,Zoop1,na,na,,Cyclops,columbianus copepodid,Copepoda,25,10,785.40,114,6.0,0.02,197,4.766,3.903,18.601,0.83,0.53,0.94,0.70,0.87,0.89,0.82,0.52,0.59,0.62
 13-568 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,25,10,785.40,114,6.0,0.02,1,0.024,7.191,0.174,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-569 ,Zoop1,na,na,,Daphnia,galeata mendotae,Cladocera,25,10,785.40,118,3.0,0.05,17,0.851,3.886,3.308,0.96,0.93,1.02,0.75,0.97,1.12,0.86,1.02,0.68,0.98
 13-569 ,Zoop1,na,na,,Eubosmina,longispina,Cladocera,25,10,785.40,118,3.0,0.05,2,0.100,2.485,0.249,0.58,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-569 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,25,10,785.40,118,3.0,0.05,64,3.205,3.963,12.701,1.00,1.10,1.05,0.68,0.80,0.67,1.05,0.84,0.99,1.03
 13-569 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,25,10,785.40,118,3.0,0.05,264,13.221,1.996,26.386,0.68,0.41,0.40,0.52,0.51,0.50,0.78,0.51,0.91,0.49
 13-569 ,Zoop1,na,na,,Cyclops,columbianus,Copepoda,25,10,785.40,118,3.0,0.05,28,1.402,3.692,5.178,1.20,0.92,1.03,1.13,1.11,0.99,1.44,1.33,1.14,1.20
 13-569 ,Zoop1,na,na,,Leptodiaptomus,sicilis,Copepoda,25,10,785.40,118,3.0,0.05,2,0.100,5.310,0.532,1.41,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 07-235 ,Zoop1,na,na,na,Daphnia,catawba,Cladocera,25.02,10,786.03,130,28.0,0.01,23,0.136,16.240,2.206,1.17,1.47,1.04,1.01,1.04,1.14,1.09,1.22,0.89,1.02
 07-235 ,Zoop1,na,na,na,Daphnia,pulicaria,Cladocera,25.02,10,786.03,130,28.0,0.01,40,0.236,60.222,14.229,2.23,1.14,1.98,2.08,1.78,1.08,1.88,2.16,1.04,2.23
 07-235 ,Zoop1,na,na,na,Daphnia,spp.,Cladocera,25.02,10,786.03,130,28.0,0.01,71,0.419,6.399,2.684,0.74,0.79,0.84,0.80,0.77,0.81,0.79,0.74,0.79,0.79
 07-235 ,Zoop1,na,na,na,Diaphanosoma,brachyurum,Cladocera,25.02,10,786.03,130,28.0,0.01,168,0.992,2.671,2.651,0.96,0.74,0.66,0.79,1.21,0.64,1.08,0.99,0.79,0.81
 07-235 ,Zoop1,na,na,na,Eubosmina,longispina,Cladocera,25.02,10,786.03,130,28.0,0.01,61,0.360,0.910,0.328,0.35,0.36,0.38,0.28,0.32,0.30,0.34,0.36,0.32,0.30
 07-235 ,Zoop1,na,na,na,Holopedium,glacialis,Cladocera,25.02,10,786.03,130,28.0,0.01,2,0.012,4.942,0.058,0.79,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 07-235 ,Zoop1,na,na,na,Sida,crystallina,Cladocera,25.02,10,786.03,130,28.0,0.01,7,0.041,21.351,0.883,1.83,1.73,1.17,0.98,2.06,1.49,1.51,0.00,0.00,0.00
 07-235 ,Zoop1,na,na,na,calanoid,copepodid,Copepoda,25.02,10,786.03,130,28.0,0.01,201,1.187,1.370,1.627,0.64,0.42,0.56,0.50,0.43,0.68,0.40,0.42,0.54,0.38
 07-235 ,Zoop1,na,na,na,cyclopoid,copepodid,Copepoda,25.02,10,786.03,130,28.0,0.01,29,0.171,1.346,0.231,0.41,0.58,0.46,0.67,0.40,0.61,0.26,0.54,0.69,0.55
 07-235 ,Zoop1,na,na,na,Cyclops,scutifer,Copepoda,25.02,10,786.03,130,28.0,0.01,13,0.077,4.908,0.377,1.11,1.53,1.47,1.32,1.43,1.44,1.40,1.27,1.49,1.39
 07-235 ,Zoop1,na,na,na,Epischura,lacustris,Copepoda,25.02,10,786.03,130,28.0,0.01,13,0.077,12.567,0.965,1.53,1.44,1.70,1.53,1.45,1.63,1.61,1.55,1.40,1.49
 07-235 ,Zoop1,na,na,na,Leptodiaptomus,minutus,Copepoda,25.02,10,786.03,130,28.0,0.01,14,0.083,2.117,0.175,0.94,0.88,0.94,0.97,0.90,0.84,0.79,0.89,0.87,0.90
 07-235 ,Zoop1,na,na,na,Hydracarina,,Utermöhl Chamber,25.02,10,786.03,130,28.0,0.01,1,0.006,,,,,,,,,,,,
 07-235 ,Zoop1,na,na,na,Hydracarina,,Large Taxa Scan,25.02,10,786.03,130,130.0,0.00,1,0.001,,,,,,,,,,,,
 11-625 ,Zoop1,na,na,,Daphnia,dentifera,Cladocera,25.7,10,807.39,122,6.0,0.03,4,0.101,15.469,1.558,1.96,1.56,1.37,1.48,0.00,0.00,0.00,0.00,0.00,0.00
 11-625 ,Zoop1,na,na,,Daphnia,longiremis,Cladocera,25.7,10,807.39,122,6.0,0.03,1,0.025,4.043,0.102,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 11-625 ,Zoop1,na,na,,Daphnia,pulicaria,Cladocera,25.7,10,807.39,122,6.0,0.03,26,0.655,33.596,21.998,1.88,1.07,0.75,2.06,1.61,1.11,1.54,1.70,1.07,1.11
 11-625 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,25.7,10,807.39,122,6.0,0.03,10,0.252,9.265,2.333,0.67,1.07,1.01,0.77,0.91,0.94,0.82,1.00,0.95,0.81
 11-625 ,Zoop1,na,na,,Eubosmina,longispina,Cladocera,25.7,10,807.39,122,6.0,0.03,1,0.025,3.700,0.093,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 11-625 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,25.7,10,807.39,122,6.0,0.03,214,5.389,5.726,30.857,0.83,0.91,0.67,0.84,0.84,0.93,0.63,0.91,0.92,0.98
 11-625 ,Zoop1,na,na,,Cyclops,scutifer,Copepoda,25.7,10,807.39,122,6.0,0.03,36,0.907,4.767,4.321,1.17,1.02,1.39,1.33,1.56,1.42,1.41,1.50,1.35,1.41
 11-625 ,Zoop1,na,na,,Leptodora,kindtii,Large Taxa Scan,25.7,10,807.39,122,122.0,0.00,1,0.001,,,,,,,,,,,,
 11-625 ,Zoop1,na,na,,Hydracarina,,Utermöhl Chamber,25.7,10,807.39,122,6.0,0.03,1,0.025,,,,,,,,,,,,
 18-325 ,Zoop1,na,na,na,Ceriodaphnia,spp.,Cladocera,26,10,816.82,114,10.0,0.01,2,0.028,1.121,0.031,0.45,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 18-325 ,Zoop1,na,na,na,Daphnia,longiremis,Cladocera,26,10,816.82,114,10.0,0.01,2,0.028,11.366,0.317,1.63,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 18-325 ,Zoop1,na,na,na,Daphnia,pulicaria,Cladocera,26,10,816.82,114,10.0,0.01,31,0.433,27.962,12.098,1.09,0.99,1.14,1.29,1.83,1.19,1.93,1.47,1.34,0.94
 18-325 ,Zoop1,na,na,na,Daphnia,spp.,Cladocera,26,10,816.82,114,10.0,0.01,19,0.265,5.996,1.590,0.90,0.77,0.81,0.74,0.66,0.76,0.69,0.60,0.89,0.77
 18-325 ,Zoop1,na,na,na,Diaphanosoma,brachyurum,Cladocera,26,10,816.82,114,10.0,0.01,3,0.042,1.413,0.059,0.91,0.65,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 18-325 ,Zoop1,na,na,na,Holopedium,glacialis,Cladocera,26,10,816.82,114,10.0,0.01,32,0.447,5.521,2.466,0.84,0.99,0.73,0.94,0.89,1.02,0.82,1.01,0.84,0.69
 18-325 ,Zoop1,na,na,na,calanoid,copepodid,Copepoda,26,10,816.82,114,10.0,0.01,219,3.057,2.530,7.734,0.67,0.74,0.71,0.77,0.72,0.70,0.73,0.71,0.71,0.69
 18-325 ,Zoop1,na,na,na,cyclopoid,copepodid,Copepoda,26,10,816.82,114,10.0,0.01,5,0.070,0.907,0.063,0.35,0.53,0.42,0.51,0.55,0.00,0.00,0.00,0.00,0.00
 18-325 ,Zoop1,na,na,na,Diacyclops,thomasi,Copepoda,26,10,816.82,114,10.0,0.01,1,0.014,1.369,0.019,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 18-325 ,Zoop1,na,na,na,Hesperodiaptomus,eiseni,Copepoda,26,10,816.82,114,10.0,0.01,25,0.349,70.165,24.482,3.17,3.47,3.22,3.38,3.07,3.32,3.56,3.48,3.31,3.62
 18-325 ,Zoop1,na,na,na,Leptodiaptomus,ashlandi,Copepoda,26,10,816.82,114,10.0,0.01,81,1.130,2.378,2.688,0.99,0.84,0.95,1.06,0.85,0.99,0.85,0.93,0.89,0.94
 18-325 ,Zoop1,na,na,na,Mesocyclops,americanus,Copepoda,26,10,816.82,114,10.0,0.01,2,0.028,3.118,0.087,0.86,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 11-509 ,Zoop1,na,na,,Ceriodaphnia,spp.,Cladocera,26,10,816.82,118,4.0,0.04,2,0.072,3.274,0.237,0.37,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 11-509 ,Zoop1,na,na,,Daphnia,galeata mendotae,Cladocera,26,10,816.82,118,4.0,0.04,60,2.167,9.237,20.015,1.47,1.39,1.07,1.29,1.04,1.53,0.99,1.39,1.58,1.24
 11-509 ,Zoop1,na,na,,Daphnia,pulicaria,Cladocera,26,10,816.82,118,4.0,0.04,103,3.720,32.190,119.744,1.93,1.63,1.17,1.39,1.14,1.19,1.34,1.29,1.49,1.68
 11-509 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,26,10,816.82,118,4.0,0.04,41,1.481,3.091,4.577,0.59,0.64,0.48,0.61,0.66,0.71,0.45,0.54,0.59,0.61
 11-509 ,Zoop1,na,na,,Eubosmina,longispina,Cladocera,26,10,816.82,118,4.0,0.04,18,0.650,2.139,1.391,0.46,0.30,0.48,0.40,0.40,0.40,0.30,0.35,0.67,0.63
 11-509 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,26,10,816.82,118,4.0,0.04,20,0.722,5.749,4.152,0.64,0.99,1.14,1.24,1.24,1.24,0.92,0.94,1.68,1.29
 11-509 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,26,10,816.82,118,4.0,0.04,240,8.668,1.657,14.360,0.59,0.45,0.74,0.61,0.54,0.72,0.67,0.46,0.35,0.42
 11-509 ,Zoop1,na,na,,Diacyclops,thomasi,Copepoda,26,10,816.82,118,4.0,0.04,23,0.831,2.884,2.396,1.27,1.02,1.11,0.99,1.04,1.04,1.19,0.91,1.19,1.04
 13-588 ,Zoop1,na,na,,Ceriodaphnia,spp.,Cladocera,26,10,816.82,119,5.0,0.03,3,0.087,0.693,0.061,0.45,0.28,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-588 ,Zoop1,na,na,,Chydorus ,sphaericus,Cladocera,26,10,816.82,119,5.0,0.03,1,0.029,0.885,0.026,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-588 ,Zoop1,na,na,,Daphnia,spp.,Cladocera,26,10,816.82,119,5.0,0.03,2,0.058,16.101,0.938,1.07,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-588 ,Zoop1,na,na,,Diaphanosoma,brachyurum,Cladocera,26,10,816.82,119,5.0,0.03,31,0.903,0.843,0.762,0.81,0.44,0.52,0.51,0.58,0.54,0.48,0.66,0.77,0.62
 13-588 ,Zoop1,na,na,,Eubosmina,longispina,Cladocera,26,10,816.82,119,5.0,0.03,218,6.352,1.739,11.048,0.32,0.42,0.48,0.43,0.33,0.34,0.34,0.32,0.71,0.33
 13-588 ,Zoop1,na,na,,calanoid,copepodid,Copepoda,26,10,816.82,119,5.0,0.03,48,1.399,2.563,3.584,0.48,0.76,0.62,0.96,0.76,0.52,0.77,0.89,0.81,0.52
 13-588 ,Zoop1,na,na,,cyclopoid,copepodid,Copepoda,26,10,816.82,119,5.0,0.03,95,2.768,1.079,2.986,0.50,0.33,0.42,0.43,0.43,0.43,0.44,0.55,0.62,0.72
 13-588 ,Zoop1,na,na,,Cyclops,scutifer,Copepoda,26,10,816.82,119,5.0,0.03,1,0.029,3.672,0.107,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-588 ,Zoop1,na,na,,Hesperodiaptomus,spp.,Copepoda,26,10,816.82,119,5.0,0.03,1,0.029,33.032,0.962,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 13-588 ,Zoop1,na,na,,Leptodiaptomus,pribilofensis,Copepoda,26,10,816.82,119,5.0,0.03,14,0.408,4.013,1.637,1.21,1.01,1.14,1.18,1.16,1.17,1.13,1.14,1.19,1.15
 13-588 ,Zoop1,na,na,,Amphipoda,,Large Taxa Scan,26,10,816.82,119,119.0,0.00,4,0.005,,,,,,,,,,,,
 13-588 ,Zoop1,na,na,,Chaoborus,spp.,Large Taxa Scan,26,10,816.82,119,119.0,0.00,25,0.031,,,,,,,,,,,,
 13-588 ,Zoop1,na,na,,Hydracarina,,Large Taxa Scan,26,10,816.82,119,119.0,0.00,3,0.004,,,,,,,,,,,,
 07-243 ,Zoop1,na,na,na,Daphnia,retrocurva,Cladocera,26.87,10,844.15,126,2.0,0.07,7,0.522,2.603,1.360,0.94,0.84,0.91,0.87,0.64,0.56,1.04,0.00,0.00,0.00
 07-243 ,Zoop1,na,na,na,Eubosmina,longispina,Cladocera,26.87,10,844.15,126,2.0,0.07,226,16.867,1.617,27.279,0.44,0.51,0.33,0.39,0.34,0.45,0.46,0.47,0.37,0.34
 07-243 ,Zoop1,na,na,na,cyclopoid,copepodid,Copepoda,26.87,10,844.15,126,2.0,0.07,31,2.314,0.601,1.389,0.42,0.42,0.45,0.41,0.40,0.50,0.41,0.40,0.41,0.48
 07-243 ,Zoop1,na,na,na,Cyclops,scutifer,Copepoda,26.87,10,844.15,126,2.0,0.07,1,0.075,3.241,0.242,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
