Lake_ID,altitude,area,perimeter,latitude,longitude,lake_depth,secchi_bottom,Survey,secchi_depth,Sodium,Calcium,Magnesium,Chloride,Potassium,Sulfate,Temperature_up,Temperature_bottom,DO_up,DO_bottom,pH_up,pH_bottom,Conductivity,Chla,TP,TN,DOC,Colour,Stratification,Thermocline_m,Epilimnion_bot,Hypolimnion_top,wind_30d,t2m_30d,ssr_30d,tp_30d,degree_day_thr0,Biom_Cladocera_ugL,Biom_Copepoda_ugL,Biom_OTHER_ugL,Biom_CladOther_ugL,Biom_CopCal_ugL,Biom_CopCyc_ugL,Biom_CopOther_ugL,Biom_Daphnia_ugL,Ecoregion
2011286,339,0.02998007,987.5836,43.79752,-85.2114,2.7,No,NLA 2017,2.05,11.028,28.28,8.158,25.519,1.591,0.551,22.0475,21.77,4.846875,4.564,7.682125,7.629,0.2702,17.16,21.87,0.815,10.25,40,stratified,0.3,0.1,0.949410372,2.21295128,21.10727005,17875787.89,0.088415228,5570.537982,11.94548435,23.99183863,0,11.94548435,0,23.99183863,0,0,NORTHERN FORESTS
2011289,69,0.8344654,7084.782,44.76672,-67.69865,13.5,No,NLA 2017,6.26,1.896,1.148,0.425,2.462,0.218,1.669,23.5725,11.93541667,8.5225,0.5125,6.772625,5.682708333,0.0204,1.27,3.315,0.158,2.98,22,stratified,6.440904745,4.513942364,9.212621586,2.307989736,19.95219186,18268497.55,0.027312376,5207.277681,21.70360081,87.22560194,0,21.70360081,86.73063203,0.494969909,0,0,EASTERN TEMPERATE FORESTS
2011290,1710,0.07530982,1431.181,47.51656,-115.7308,3.6,Yes,NLA 2017,NA,0.585,0.911,0.316,0.069,0.104,0.322,19.25738095,19.17875,6.746071429,6.755,8.02702381,8.0975,0.0092,1.21,9.9325,0.12,1.12,14,mixed,NA,NA,NA,1.514495055,19.96407721,25699800.64,0.002670271,5190.189743,5.602945081,2.561994044,0,0.542799811,2.561994044,0,0,5.06014527,NORTHWESTERN FORESTED MOUNTAINS
2011291,1621,0.06465989,1677.101,44.77871,-121.7845,4.8,Yes,NLA 2017,NA,0.259,0.228,0.065,0.188,0.078,0.115,21,20.8,7.81,7.679166667,5.2,5.202083333,0.0033,0.71,3.33125,0.108,1.22,10,mixed,NA,NA,NA,1.708817599,18.75436287,26469484.58,2.28E-04,5554.979949,1.258847663,32.78748333,0,1.11418137,32.78748333,0,0,0.144666293,NORTHWESTERN FORESTED MOUNTAINS
2011292,297,0.0144123,480.6863,39.06945,-85.18936,6.5,No,NLA 2017,1.75,7.974,17.097,5.135,12.633,2.529,1.288,24.656,12.1,6.8375,0.07,7.032,7.22,0.1688,9.68,21.3375,0.605,6.57,25,mixed,NA,NA,NA,2.09065632,23.80478499,17933494.28,0.100289945,6243.349367,93.24618645,42.03927418,0,1.545920726,0,42.03927418,0,91.70026572,EASTERN TEMPERATE FORESTS
2011293,196,0.7290325,26777.55,40.51208,-90.14863,14,No,NLA 2017,3.35,47.954,79.613,76.722,7.575,5.589,412.306,25.6,9.555,7.726190476,0,8.1,7.085,1.1623,2.79,8.53,0.33,3.3,11,stratified,6.299177043,3.7371235,8.848232347,2.421709866,24.3287233,18531643.25,0.064540051,6684.812126,53.98874719,82.90835621,0,45.49120963,51.02261975,27.95603748,3.929698985,8.497537558,EASTERN TEMPERATE FORESTS
2011294,378,6.371499,11383.47,35.49939,-97.67806,2.8,No,NLA 2017,0.3,127.54,78.786,39.809,144.188,8.415,309.099,26.16545,26.06333074,7.474,7.216636827,8.3305,8.33793497,1.3354,25.92,98.37875,0.675,6.42,22,mixed,NA,NA,NA,3.284372168,28.77734325,19498094.98,0.020637559,7194.316057,2.459025457,3.667239877,0,2.459025457,1.250167368,2.417072509,0,0,GREAT PLAINS
2011295,245,4.735329,29254.23,39.83839,-86.30452,7.5,No,NLA 2017,1.05,15.355,35.041,12.785,24.085,3.015,12.953,24.86920833,24.135,7.18875,4.455,8.28575,7.915,0.3452,34,52.13,1.3,3.84,30,stratified,0.5,0,0.517881539,2.548027264,23.43735491,18176312.26,0.092988325,6248.550512,15.13694169,153.4719162,0,1.645995533,102.979983,49.38421768,1.107715602,13.49094615,EASTERN TEMPERATE FORESTS
2011296,328,0.2587205,3043.696,43.95692,-85,20.5,No,NLA 2017,4.4,10.508,29.663,12.407,21.363,0.721,6.313,23.3725,6.6,9.3885,0,8.606,7.76,0.2907,2.84,9.09875,0.465,4.83,20,stratified,6.607105656,4.646972949,10.36936187,2.139105988,20.88458464,18041728.84,0.086552774,5538.904448,1.206969972,29.095771,0,0.62366632,23.74008157,5.099136305,0.256553125,0.583303652,NORTHERN FORESTS
2011297,286,0.2613307,2187.953,45.3155,-92.56407,7.3,No,NLA 2017,3.875,NA,NA,NA,NA,NA,NA,23.13452381,14.2,9.413095238,0.525,8.3,7.51875,NA,NA,NA,NA,NA,NA,stratified,4.623461323,2.531506075,6.8,2.314084677,21.49044144,17726245.38,0.12345836,5781.108271,215.8384842,162.6923692,0,75.85279874,33.39802079,126.7641614,2.530186975,139.9856855,EASTERN TEMPERATE FORESTS
2011298,275,0.02006683,710.7174,46.95433,-119.2563,1.4,Yes,NLA 2017,NA,32.713,27.855,17.346,8.649,6.51,19.422,25.545,25.51666667,10.806,10.865,8.69,8.69,0.4208,26.88,64.90125,0.788,3.92,31,Stratification status could not be assessed,NA,NA,NA,2.31095293,28.03354124,24248151.54,4.02E-05,7215.085568,1.910373686,0.888643611,0,1.910373686,0.534632389,0.354011222,0,0,NORTH AMERICAN DESERTS
2011299,1493,0.2091094,1886.148,43.81946,-121.8939,7.1,Yes,NLA 2017,NA,0.978,0.908,0.315,0.262,0.273,0.025,22.6,22.20625,10.4475,10.4,6.6,6.6,0.0121,0.51,7.505,0.171,1.84,2,mixed,NA,NA,NA,1.4685882,19.40011259,26258307.98,0.001965485,5473.9147,11.71721765,49.75254447,0,9.146473249,48.88961924,0.86292523,0,2.570744396,NORTHWESTERN FORESTED MOUNTAINS
2011300,170,0.04492443,1063.676,38.84259,-85.82827,1.6,No,NLA 2017,0.95,8.237,21.053,4.972,12.069,4.389,5.69,24.7,24.62,8.490909091,6.14,7.635,7.626666667,0.2,102.4,222.2225,1.85,6.47,10,Stratification status could not be assessed,NA,NA,NA,1.990952518,24.72348322,17926840.52,0.074320875,6675.762661,0.695857566,13.65319766,0,0.18184119,2.725101284,10.60558165,0.322514725,0.514016376,EASTERN TEMPERATE FORESTS
2011302,39,0.337001369,2789.042246,44.0685677,-69.28787409,3,No,NLA 2017,2.185,3.836,2.456,0.838,5.063,0.504,2.19,24.145,23.7,7.7225,7.52,6.84725,6.6215,0.041,4.05,26.4875,0.45,6.66,60,stratified,2.25,1.578639346,2.5,2.80531745,19.75863279,17982201.15,0.039094086,5433.602612,166.1620362,164.7779922,0,0.408252505,83.32016762,81.36607097,0.091753599,165.7537837,EASTERN TEMPERATE FORESTS
2011303,276,0.0185585,687.1905,36.64407,-79.97966,3,No,NLA 2017,0.95,2.338,3.065,1.559,1.492,1.526,0.272,25.08099099,22.495,7.480540541,1.242,7.282252252,6.658,0.0415,17.76,31.3925,0.228,2.91,12,Stratification status could not be assessed,NA,NA,NA,1.59073475,25.88071176,18580648.14,0.074734811,6691.422862,0.546614033,1.175504376,0,0.486331221,0.5930546,0.582449776,0,0.060282812,EASTERN TEMPERATE FORESTS
2011304,262,0.3509967,2946.539,43.73223,-88.3948,16.7,No,NLA 2017,5.875,NA,NA,NA,NA,NA,NA,23.76071429,7.6,9.1,0.03375,8.5,7.6375,NA,NA,NA,NA,NA,NA,stratified,7.291818779,4.285340971,10.92359155,2.836471732,21.06453099,17790126.37,0.129409954,5802.506566,14.89544257,38.27715125,0,0,29.91542538,8.361725876,0,14.89544257,EASTERN TEMPERATE FORESTS
2011305,147,0.1416592,2082.46,38.25519,-86.77643,21,No,NLA 2017,1.2,3.218,13.469,4.266,4.113,4.481,11.855,26.58035714,15.75,10.30464286,0,8.878571429,7.05,0.1298,25.28,52.91375,0.948,5.59,20,stratified,3.539792296,1.327587756,6,1.877657159,26.00743208,18562866.45,0.036491692,6868.535304,0.492344346,10.55091535,0,0.326336777,4.888308099,5.58179844,0.080808808,0.166007569,EASTERN TEMPERATE FORESTS
2011309,1804,0.1790618,2762.913,42.51817,-122.2391,5.4,Yes,NLA 2017,NA,NA,NA,NA,NA,NA,NA,20.8,20.5,7.1,7.141666667,7.2,7.2,NA,NA,NA,NA,NA,NA,mixed,NA,NA,NA,NA,NA,NA,NA,NA,35.6196913,272.1641854,0,1.150324899,272.1641854,0,0,34.4693664,NORTHWESTERN FORESTED MOUNTAINS
2011310,1368,0.4486173,3607.892,42.62057,-121.6373,5.1,No,NLA 2017,1.45,15.547,8.473,6.141,1.577,5.633,0.018,20.36,15.68125,7.907142857,0.51875,8.36,7.075,0.1601,38.48,172.99375,1.718,17.54,36,mixed,NA,NA,NA,1.540763483,21.48047263,24853889.76,0.006226235,5733.740858,229.875347,139.4689528,0,4.305661986,139.0415438,0.427408961,0,225.569685,NORTHWESTERN FORESTED MOUNTAINS
2011312,502,0.03771627,1986.83,41.09124,-97.58151,1.6,No,NLA 2017,0.075,5.576,17.481,4.564,4.743,18.631,9.079,22.7,22.2,7.54,7.34,7.51,7.776666667,0.2063,25.77,1035.738,2.351,6.63,39,Stratification status could not be assessed,NA,NA,NA,3.228904524,25.1378116,18392716.42,0.034845619,6892.775689,0.14796565,10.81881227,0,0.14796565,2.596305193,8.222507074,0,0,GREAT PLAINS
2011314,1736.26,0.5243251,4094.646,43.7447,-121.972108,24,No,NLA 2017,19.5,0.469,0.491,0.157,0.181,0.137,0.052,19.8275,13.9,9.64875,13.135,7.2,6.25,0.0059,0.33,0.5575,0.079,0.67,3,mixed,NA,NA,NA,1.484870975,19.16302404,26122091.26,0.002429061,5311.464827,3.347861649,11.73022445,0,3.347861649,11.67676094,0.053463507,0,0,NORTHWESTERN FORESTED MOUNTAINS
2011315,175,0.2272408,2950.436,40.95091,-74.78413,3,No,NLA 2017,0.55,22.448,38.657,21.133,41.579,1.743,6.895,25.60333333,24.2905,10.32694444,8.145,8.100833333,7.814,0.469,22.51,37.57875,0.853,4.21,5,Stratification status could not be assessed,NA,NA,NA,1.653653717,22.42048538,16395057.32,0.138192235,6087.105587,5.182394882,138.4005614,0,4.881465047,111.267402,27.13315941,0,0.300929835,NORTHERN FORESTS
2011316,175,0.26749,3391.05,38.66283,-85.79005,4.5,No,NLA 2017,1.1,6.834,15.931,4.548,5.785,2.935,5.504,25.47,24.2,7.07125,0.8,7.72125,7.3,0.1543,19.44,35.07625,0.698,5.8,18,stratified,3.5,2.5877992,4,1.905132209,24.63958979,18102110.87,0.081134001,6648.22755,45.3416185,47.94177194,0,41.57333508,16.50389129,31.43788065,0,3.768283424,EASTERN TEMPERATE FORESTS
2011317,1393,12.53056,24469.95,44.47862,-106.7522,25.4,No,NLA 2017,12,28.757,69.327,20.35,2.417,4.62,202.377,19.9,13.8,7.6,6.358333333,8.4125,8,0.639,0.63,5.65375,0.193,2.96,5,stratified,13.62409775,12.75682385,14.92382623,2.319148078,20.93226874,20021181.15,0.056373319,5721.353271,87.80720772,51.58730817,0,0,25.42067721,26.16663096,0,87.80720772,GREAT PLAINS
2011318,171,0.06328152,1735.898,38.69738,-85.70424,4.5,No,NLA 2017,1.25,3.522,18.984,5.414,6.126,3.267,7.801,25.5885,20.73,9.148278571,0.44,7.5545,7.43,0.1646,76.96,70.2225,0.988,5.71,23,mixed,NA,NA,NA,1.924780789,24.56945172,18092872.82,0.084045244,6609.688552,0.849289986,51.24562956,0,0.849289986,17.49291889,33.57104551,0.181665162,0,EASTERN TEMPERATE FORESTS
2011320,2209,1.384647,6162.616,41.23809,-105.8616,5.6,No,NLA 2017,3.85,1958.27,393.568,1056.768,474.275,45.12,7092.085,18.16295455,17.8,6.705227273,7.1625,8.5,8.5,12.5345,2.06,40.15,2.07,37.94,16,mixed,NA,NA,NA,2.062970816,17.86239021,19690228.79,0.082864021,5206.48167,1324.531141,315.228999,0,0,314.0463005,1.182698506,0,1324.531141,NORTH AMERICAN DESERTS
2011321,125,0.1237368,2770.185,37.61538,-88.27512,5.8,No,NLA 2017,2.35,1.915,5.676,2.142,1.004,1.104,6.092,26.2952381,16.87916667,8.416666667,0,8.573809524,7.55625,0.0566,18.4,26.02625,0.444,4.45,12,stratified,4.402337539,0.933618166,5.3,1.890911226,26.2908888,18597994.36,0.042873451,7078.006855,17.58982515,30.74817618,0,15.26559669,15.45117741,15.29699878,0,2.324228463,EASTERN TEMPERATE FORESTS
2011322,16,0.1030505,3229.044,43.37484,-124.2457,NA,No,NLA 2017,2.55,NA,NA,NA,NA,NA,NA,20.725,20.5,8.835,8.235,6.9975,6.815,NA,NA,NA,NA,NA,NA,mixed,NA,NA,NA,NA,NA,NA,NA,NA,30.44076588,36.47877249,0,30.44076588,0.352273562,36.12649893,0,0,MARINE WEST COAST FOREST
2011323,242,0.1002074,1796.052,41.62674,-86.76266,14.4,No,NLA 2017,3.45,26.471,22.601,9.81,38.509,2.022,8.264,24.72130952,10.57,9.324404762,0,7.036309524,7.3,0.3205,3.25,11.3475,0.451,4.79,20,stratified,7.456522257,4.953891773,11.53380136,2.42309138,21.72816572,18223031.72,0.059249825,6212.05136,25.5001305,33.1767105,0,1.56207012,25.77997056,7.396739947,0,23.93806038,EASTERN TEMPERATE FORESTS
2011325,12.85,3.12473,20849.94,43.91271,-124.10146,23,NA,NLA 2017,NA,NA,NA,NA,NA,NA,NA,21.4,12.7,9.4,0.3675,7.5,6.085,NA,NA,NA,NA,NA,NA,stratified,13.36427551,10.72587267,15.15950416,NA,NA,NA,NA,NA,2.093944011,39.01401095,0,1.584151999,14.52557183,24.48843912,0,0.509792012,MARINE WEST COAST FOREST
2011326,418,0.2862623,3906.339,35.52878,-98.02612,1.6,No,NLA 2017,0.15,28.264,31.066,8.104,17.73,8.021,69.731,26.246,26.19,5.01,4.826666667,7.2,7.206666667,0.3791,22.29,561.47375,2.058,8.08,65,Stratification status could not be assessed,NA,NA,NA,3.159400122,27.97340574,17577033.49,0.055891672,7398.96311,12.93435455,36.62631484,0,12.76751125,32.09780896,4.528505878,0,0.166843299,GREAT PLAINS
2011327,123,0.319294,6853.326,37.66889,-88.767,15.5,No,NLA 2017,1.55,19.944,135.907,66.434,5.076,9.215,550.335,27.22764706,10.35,8.282941176,0,8.107647059,6.4,1.1854,92.16,22.43625,0.438,3.52,10,stratified,4.799904064,1.716745943,10.00275959,1.831086878,26.4927687,18585046.39,0.038483939,7122.864359,0.006404961,0.442913766,0,0.006404961,0,0.408898901,0.034014865,0,EASTERN TEMPERATE FORESTS
2011328,1576,0.4595914,5401.232,43.76821,-103.5172,7.1,No,NLA 2017,2.15,17.884,28.653,11.122,30.041,4.463,18.767,19.6,14.59,8.673809524,0.63,8.686904762,7.4,0.3287,17.04,26.03,0.546,6.95,22,stratified,5.563289258,4.582193109,6.5,1.996391285,19.5957818,20653071.07,0.150518847,5992.547997,342.4529152,349.5179211,0,35.18383494,86.71822851,262.7996926,0,307.2690802,NORTHWESTERN FORESTED MOUNTAINS
2011329,208,0.1179469,2193.48,41.34494,-87.41204,1.6,No,NLA 2017,0.35,23.968,30.696,15.394,35.195,3.596,22.964,26.334,25.385,10.072,7.555,8.318,8.25,0.3853,174.4,244.5375,2.728,9.36,36,Stratification status could not be assessed,NA,NA,NA,2.544778033,22.11724932,18394297.43,0.070945412,6351.773032,17.57334989,115.8055201,0,17.12396735,106.5415999,9.263920225,0,0.449382538,EASTERN TEMPERATE FORESTS
2011330,1994.78,0.134989,2182.086,44.412769,-115.13265,1.5,Yes,NLA 2017,NA,2.316,5.559,0.582,0.133,1.146,0.294,15.65,15.65,11.41125,11.46833333,6.8,6.8,0.0439,1.03,17.69,0.216,2.62,15,Stratification status could not be assessed,NA,NA,NA,1.277886037,17.48603303,23448626.84,0.015324377,4715.068369,15.21651092,1.365047515,0,7.34755938,1.365047515,0,0,7.868951536,NORTHWESTERN FORESTED MOUNTAINS
2011331,25,0.059936268,980.310203,43.97281299,-69.49571716,3.1,Yes,NLA 2017,NA,4.123,2.498,0.897,5.128,0.739,1.246,23.11,20.96,5.4075,1.715,6.406125,5.87525,0.0405,7.93,16.99125,0.426,8.68,70,Stratification status could not be assessed,NA,NA,NA,2.422986455,20.93778276,18603296.84,0.033631101,5739.985434,263.1656677,264.4309063,0,263.1656677,29.59285725,234.838049,0,0,EASTERN TEMPERATE FORESTS
2011332,902,0.01007514,594.623,42.75928,-114.8639,2.5,Yes,NLA 2017,NA,17.008,28.754,14.995,10.904,3.772,24.833,17.18261905,16.75,11.53309524,11.43,7.275238095,7.245,0.3361,0.97,35.80875,0.994,1.02,0,Stratification status could not be assessed,NA,NA,NA,2.153486465,27.53377351,22057385.7,0.002117545,7364.412342,53.80472637,0.584897693,0,48.40798235,0,0.584897693,0,5.396744026,NORTH AMERICAN DESERTS
2011333,214,0.0773461,1626.148,39.39399,-86.03805,3.3,No,NLA 2017,1.1,2.577,30.688,11.985,4.62,2.404,0.983,25.39683333,24.5,3.851333333,0.045,8.006125,7.365,0.2552,8.51,57.5175,0.89,5.87,20,Stratification status could not be assessed,NA,NA,NA,2.126465663,23.4867362,17782923.08,0.070619244,6683.383761,402.4546266,266.5541892,0,394.3979964,203.6316847,62.92250451,0,8.056630196,EASTERN TEMPERATE FORESTS
2011334,49,0.163694762,1640.230873,42.77160648,-71.42369856,1.3,Yes,NLA 2017,NA,45.162,21.185,2.7,74.722,3.451,5.281,24.4955,24.5,6.697,6.706666667,6.87475,6.878333333,0.3807,9.04,25.83,0.438,5.82,25,Stratification status could not be assessed,NA,NA,NA,1.891520586,21.87888789,16363999.55,0.072641142,5989.442651,48.10614596,18.32560722,0,16.96618985,14.505949,3.819658219,0,31.1399561,EASTERN TEMPERATE FORESTS
2011335,35,0.1756297,1535.41,27.58052,-81.51214,19.05,No,NLA 2017,2.5,3.509,12.708,2.639,9.517,5.251,15.616,31.32619048,22.8,6.286666667,0.025,7.354285714,6.455,0.1265,5.52,8.32375,0.745,4.98,21,stratified,5.900242608,4.678619058,10,1.54665113,26.89812891,16166128.9,0.288242396,6618.568212,154.7024501,228.0770679,0,154.7024501,223.6249449,4.452122962,0,0,EASTERN TEMPERATE FORESTS
2011336,129,0.0185214,567.2874,37.82077,-88.90073,2.4,No,NLA 2017,1.55,5.387,10.662,4.047,2.678,4.071,10.573,27.41617647,27.16666667,8.739705882,7.6,8.370588235,8.2,0.1241,25.76,44.4725,0.729,5.62,10,mixed,NA,NA,NA,2.012446795,26.65146034,18280333.52,0.032664096,7259.93297,62.52861791,165.741184,0,61.60538924,102.4864947,63.25468934,0,0.923228676,EASTERN TEMPERATE FORESTS
2011337,405,0.07946381,1248.084,46.14545,-91.40429,4.8,No,NLA 2017,3.15,NA,NA,NA,NA,NA,NA,21.33452381,17.54375,7.13452381,1.097916667,6.547619048,6.09375,NA,NA,NA,NA,NA,NA,stratified,4.15,2.373887259,4.3,2.034741085,19.25062073,17680570.3,0.114255535,5272.346002,238.8413216,9.146866261,0,232.5737353,0,9.146866261,0,6.267586267,NORTHERN FORESTS
2011338,400,0.01702816,1166.67,35.40102,-97.78497,13.2,No,NLA 2017,0.35,67.4,58.377,38.9,89.356,7.877,185.706,27.502,23.58125,9.372,0.275,8.25,6.735,0.9118,92.19,103.97375,1.905,10.1,30,stratified,3.3,0,3.6,3.080808808,28.07074305,17593398.49,0.049836341,7418.014819,23.21761572,100.1359426,0,22.63671888,18.96595083,81.16999174,0,0.580896838,GREAT PLAINS
2011340,1483,0.1609621,2976.396,44.37343,-115.9853,4.6,No,NLA 2017,2.75,4.399,3.423,0.414,0.394,0.908,0.11,20.73,20.1075,4.835238095,3.38375,6.622619048,6.55125,0.0385,16.96,43.86625,0.469,4.3,10,stratified,4.05,3.242136054,4.1,1.494365591,21.15866346,23629581.72,0.006712424,5705.637444,9.87389244,1.120654435,0,5.293055976,0,1.120654435,0,4.580836464,NORTHWESTERN FORESTED MOUNTAINS
2011341,528,0.07549107,1483.852,46.24674,-89.25979,6.5,No,NLA 2017,1.9,0.173,0.811,0.284,0.066,0.742,0.046,19.41842105,5.9,5.047105263,0.015,6.255789474,5.835,0.0093,11.66,24.27875,0.625,10.48,80,stratified,2.216260645,0.1,4.487644087,2.095431396,18.25276137,17863264.33,0.099618656,5155.26518,29.01027382,15.63854908,0,24.15648736,0.360810927,15.27773815,0,4.853786458,NORTHERN FORESTS
2011342,376.66,0.4039461,5539.658,47.58873889,-119.3227985,34.1,No,NLA 2017,6.2,31.177,22.22,14.969,6.037,7.659,31.069,23.2,5.9,8.84125,0.3459375,8.8,7.0890625,0.3522,1.52,34.20875,0.238,1.96,0,mixed,NA,NA,NA,3.048475831,27.28592372,22776649.81,0.001032243,7239.747807,24.24801522,11.36351153,0,1.679141403,11.34850598,0.015005543,0,22.56887382,NORTH AMERICAN DESERTS
2011343,223,0.03110684,965.7632,39.85374,-86.1305,3.8,No,NLA 2017,1.35,18.793,28.713,7.626,25.038,3.048,2.838,26.29733333,25.0585,6.614833333,0.6285,8.503166667,7.347,0.2808,30.22,102.07,1.064,7.33,22,stratified,3.25,1.445613905,3.5,2.470438846,23.09531747,18059678.24,0.075514803,6517.033533,1313.072717,734.5933985,0,1145.899546,49.94516248,684.648236,0,167.1731709,EASTERN TEMPERATE FORESTS
2011344,1225,0.6108315,4166.09,47.4671,-121.4557,48.5,No,NLA 2017,23.6,0.413,0.949,0.069,0.264,0.079,0.228,16.42619048,4.1,8.6,10.5,7.44,6.29,0.0066,0.39,1.93625,0.084,0.45,4,stratified,3.687790671,2.799676372,6.397287208,1.275119723,17.61792862,23166494.91,0.012335633,5342.064186,1.065492939,4.787894601,0,1.065492939,4.787894601,0,0,0,NORTHWESTERN FORESTED MOUNTAINS
2011345,1262,0.07425052,1088.783,47.24417,-113.9151,18.1,No,NLA 2017,9.85,1.189,14.641,3.762,0.097,0.293,0.667,18.725,6.60625,8.6875,0.00625,8.4,7.175,0.1009,0.91,7.82,0.055,0.86,3,stratified,6.657669762,4.287787322,9.449698808,1.25189687,20.39482832,23557437.54,0.009678554,5883.73727,114.8106502,48.39172523,0,6.112740409,15.65268159,32.73904364,0,108.6979098,NORTHWESTERN FORESTED MOUNTAINS
2011346,29,0.01870655,531.1684,27.84219,-81.50928,3.7,No,NLA 2017,1.55,3.134,2.198,1.248,4.133,1.201,7.722,31.82294118,31.8,4.793176471,4.805,6.066176471,6.0125,0.0424,7.95,17.36375,0.506,3.84,13,mixed,NA,NA,NA,1.594225736,27.08826424,16401383.69,0.254302548,6592.470599,6.321984928,87.5336244,0,6.321984928,41.14909455,46.38452985,0,0,EASTERN TEMPERATE FORESTS
2011349,97,0.2367721,3128.334,34.00515,-89.76398,8,No,NLA 2017,2.875,1.487,2.163,0.916,1.24,0.881,1.083,32.0225,15.9445,7.65297619,0.0135,8.161785714,6.297,0.0283,4.88,14.24375,0.401,3.78,23,stratified,5.317888717,0.87077141,7.5,1.42680048,26.76258486,16336366.44,0.178944662,7123.118913,26.27878717,26.3097404,0,23.79836548,8.489954137,17.81978627,0,2.480421695,EASTERN TEMPERATE FORESTS
2011351,788,0.04718959,833.4772,40.94646,-100.2425,1.5,No,NLA 2017,0.135,61.849,24.478,24.35,31.835,28.76,111.51,25.3,25.16666667,6.31125,5.2,8.895,8.816666667,0.6852,176.73,375.88875,3.706,7.74,36,Stratification status could not be assessed,NA,NA,NA,3.33808393,22.05979108,17335042.36,0.16397797,7005.233652,0.040288698,9.763727797,0,0.040288698,0.111143569,8.610897309,1.041686919,0,GREAT PLAINS
2011352,114,0.01334154,746.913,38.3323,-89.85636,7.9,No,NLA 2017,1.25,61.082,84.744,40.414,5.923,5.759,368.25,28.96142857,14.246875,8.523571429,0,8.282857143,7.103125,0.9684,18.56,31.365,0.701,5.17,15,stratified,4.415154347,1.291123328,6.504483173,2.013663814,25.4393616,17435783.02,0.066576084,7624.730926,0.16692285,5.154101773,0,0.087168482,0.706201811,4.435449794,0.012450168,0.079754368,EASTERN TEMPERATE FORESTS
2011353,729,0.4809134,3779.941,48.03662,-118.8933,14.4,No,NLA 2017,5.4,11.669,12.787,3.336,2.052,2.463,2.029,21.58690476,6.415,6.079047619,0.031,8.813452381,6.6865,0.143,3.91,32.65,1.114,10.8,25,stratified,4.622855339,3.400626924,6.783982755,1.774264507,24.93286524,22795641.68,0.001115851,6924.198069,344.3166741,65.55080046,0,79.9353548,65.55080046,0,0,264.3813193,NORTH AMERICAN DESERTS
2011354,372,0.1062588,1694.062,45.04591,-88.92518,1.7,No,NLA 2017,1.675,NA,NA,NA,NA,NA,NA,23.65416667,23.23333333,11.56666667,12.03333333,8.266666667,8.233333333,NA,NA,NA,NA,NA,NA,Stratification status could not be assessed,NA,NA,NA,2.437177903,18.98630613,16602364.38,0.088791965,5503.418405,15.24402719,218.3193089,0,15.24402719,209.8143487,8.504960202,0,0,EASTERN TEMPERATE FORESTS
2011355,214,19.41753,44795.29,48.72561,-121.6434,33.3,No,NLA 2017,3.5,0.902,4.292,0.583,0.282,0.395,10.55,20.1,14,9.687,9.1825,6.35,6.5,0.0378,0.42,5.57875,0.015,0.31,10,mixed,NA,NA,NA,0.878239078,17.65428107,22196490.41,0.010287232,5595.953664,0.460898507,1.225484444,0,0.317751718,1.222712117,0.002772327,0,0.143146789,NORTHWESTERN FORESTED MOUNTAINS
2011356,2,1674.896,310446.5,26.94453,-80.83291,2.5,No,NLA 2017,0.35,12.765,18.12,4.406,23.509,3.888,12.314,29.6,29.6,5.9,5.761,7.33,7.32,0.1999,37.28,210.53125,1.594,20.85,250,mixed,NA,NA,NA,2.797252088,28.24568476,19548367.68,0.152229495,6839.797287,12.05690269,34.90953305,0,11.75059234,13.734615,21.17491805,0,0.306310342,TROPICAL WET FORESTS
2011357,152,0.0698792,1465.679,38.75119,-89.99254,6.4,No,NLA 2017,0.95,18.797,30.448,19.825,37.503,4.212,12.8,27.5,16.65,4.5,0,8.2,7.4,0.4189,26.56,78.995,0.964,4.95,22,stratified,4.272023148,2.153808547,5.9,2.1045971,24.77597746,17535142.75,0.093033564,7669.263755,0.175248443,18.88992775,0,0.070371559,3.430597008,15.45933074,0,0.104876884,EASTERN TEMPERATE FORESTS
2011358,130,0.673546533,6240.135595,44.08673463,-71.00934545,6.3,No,NLA 2017,3.35,3.02,1.56,0.241,3.121,0.347,1.13,24.362,11.6959375,7.69925,0.201875,6.50575,5.35375,0.0271,2.99,6.0975,0.293,5.39,40,stratified,3.601231318,1.701813988,5.8,1.664346275,19.51218847,16426660.22,0.074783509,5690.228151,5.428097015,3.617358332,0,3.881044297,0.279522212,3.33783612,0,1.547052718,NORTHERN FORESTS
2011359,72,0.145336506,1960.616354,44.65505172,-68.07819304,3.9,No,NLA 2017,1.25,2.103,0.927,0.389,1.962,0.202,0.79,23.75166667,20.13333333,7.855,5.902777778,6.063333333,5.343694444,0.0191,10.8,15.37875,0.448,10.95,155,stratified,3.15,2.085959798,3.4,2.49256803,19.7945245,17250628.31,0.062698255,5654.660487,10.57063362,75.53884235,0,10.57063362,47.20476653,28.33407582,0,0,EASTERN TEMPERATE FORESTS
2011360,164,0.01250519,507.569,34.87096,-88.98125,3.75,No,NLA 2017,1.515,2.062,3.321,1.985,1.735,1.408,0.794,29.82985294,24.745,6.541058824,0.03,8.110176471,6.32,0.0461,38.08,53.41375,0.52,5.92,34,stratified,2.448720277,0,3.25,1.499033133,26.14277554,16603469.22,0.133746923,7139.587361,0.545826052,3.255638948,0,0.494675603,2.702199122,0.553439826,0,0.051150449,EASTERN TEMPERATE FORESTS
